시도,시군구,읍면동,구분,행정기관코드,담당자
전남광주통합특별시,진도군,지산면,면,1286035000,
전남광주통합특별시,진도군,조도면,면,1286036000,
전남광주통합특별시,신안군,지도읍,읍,1287025000,
전남광주통합특별시,신안군,압해읍,읍,1287025300,
전남광주통합특별시,신안군,증도면,면,1287031000,
전남광주통합특별시,신안군,임자면,면,1287032000,
전남광주통합특별시,신안군,자은면,면,1287033000,
전남광주통합특별시,신안군,비금면,면,1287034000,
전남광주통합특별시,신안군,도초면,면,1287035000,
전남광주통합특별시,신안군,흑산면,면,1287036000,
전남광주통합특별시,신안군,하의면,면,1287037000,
전남광주통합특별시,신안군,신의면,면,1287038000,
전남광주통합특별시,신안군,장산면,면,1287039000,
전남광주통합특별시,신안군,안좌면,면,1287040000,
전남광주통합특별시,신안군,팔금면,면,1287041000,
전남광주통합특별시,신안군,암태면,면,1287042000,
부산광역시,중구,중앙동,동,2611051000,
부산광역시,중구,동광동,동,2611052000,
부산광역시,중구,대청동,동,2611053000,
부산광역시,중구,보수동,동,2611054500,
부산광역시,중구,부평동,동,2611056000,
부산광역시,중구,광복동,동,2611057000,
부산광역시,중구,남포동,동,2611058000,
부산광역시,중구,영주1동,동,2611059000,
부산광역시,중구,영주2동,동,2611060000,
부산광역시,서구,동대신1동,동,2614051000,
부산광역시,서구,동대신2동,동,2614052000,
부산광역시,서구,동대신3동,동,2614053000,
부산광역시,서구,서대신1동,동,2614054000,
부산광역시,서구,서대신3동,동,2614056000,
부산광역시,서구,서대신4동,동,2614057000,
부산광역시,서구,부민동,동,2614059000,
부산광역시,서구,아미동,동,2614061500,
부산광역시,서구,초장동,동,2614063000,
부산광역시,서구,충무동,동,2614064000,
부산광역시,서구,남부민1동,동,2614065000,
부산광역시,서구,남부민2동,동,2614066000,
부산광역시,서구,암남동,동,2614068000,
부산광역시,동구,초량1동,동,2617051000,
부산광역시,동구,초량2동,동,2617052000,
부산광역시,동구,초량3동,동,2617053000,
부산광역시,동구,초량6동,동,2617055000,
부산광역시,동구,수정1동,동,2617056000,
부산광역시,동구,수정2동,동,2617057000,
부산광역시,동구,수정4동,동,2617059000,
부산광역시,동구,수정5동,동,2617060000,
부산광역시,동구,좌천동,동,2617064500,
부산광역시,동구,범일1동,동,2617065000,
부산광역시,동구,범일2동,동,2617066000,
부산광역시,동구,범일5동,동,2617068000,
부산광역시,영도구,남항동,동,2620053000,
부산광역시,영도구,영선1동,동,2620054000,
부산광역시,영도구,영선2동,동,2620055000,
부산광역시,영도구,신선동,동,2620058500,
부산광역시,영도구,봉래1동,동,2620059000,
부산광역시,영도구,봉래2동,동,2620060500,
부산광역시,영도구,청학1동,동,2620063000,
부산광역시,영도구,청학2동,동,2620064000,
부산광역시,영도구,동삼1동,동,2620065000,
부산광역시,영도구,동삼2동,동,2620066000,
부산광역시,영도구,동삼3동,동,2620067000,
부산광역시,부산진구,부전1동,동,2623051000,
부산광역시,부산진구,부전2동,동,2623052000,
부산광역시,부산진구,연지동,동,2623054000,
부산광역시,부산진구,초읍동,동,2623055000,
부산광역시,부산진구,양정1동,동,2623056000,
부산광역시,부산진구,양정2동,동,2623057000,
부산광역시,부산진구,전포1동,동,2623060000,
부산광역시,부산진구,전포2동,동,2623061000,
부산광역시,부산진구,부암1동,동,2623064000,
부산광역시,부산진구,부암3동,동,2623066000,
부산광역시,부산진구,당감1동,동,2623067000,
부산광역시,부산진구,당감2동,동,2623068000,
부산광역시,부산진구,당감4동,동,2623070000,
부산광역시,부산진구,가야제1동,동,2623071000,
부산광역시,부산진구,가야2동,동,2623072000,
부산광역시,부산진구,개금1동,동,2623074000,
부산광역시,부산진구,개금2동,동,2623075000,
부산광역시,부산진구,개금3동,동,2623076000,
부산광역시,부산진구,범천1동,동,2623077000,
부산광역시,부산진구,범천2동,동,2623078000,
부산광역시,동래구,수민동,동,2626051000,
부산광역시,동래구,복산동,동,2626052000,
부산광역시,동래구,명륜동,동,2626054500,
부산광역시,동래구,온천1동,동,2626055000,
부산광역시,동래구,온천2동,동,2626056000,
부산광역시,동래구,온천3동,동,2626057000,
부산광역시,동래구,사직1동,동,2626058000,
부산광역시,동래구,사직2동,동,2626059000,
부산광역시,동래구,사직3동,동,2626060000,
부산광역시,동래구,안락1동,동,2626074000,
부산광역시,동래구,안락2동,동,2626075000,
부산광역시,동래구,명장1동,동,2626076100,
부산광역시,동래구,명장2동,동,2626076200,
부산광역시,남구,대연1동,동,2629051000,
부산광역시,남구,대연3동,동,2629053000,
부산광역시,남구,대연4동,동,2629054000,
부산광역시,남구,대연5동,동,2629055000,
부산광역시,남구,대연6동,동,2629056000,
부산광역시,남구,용호1동,동,2629057000,
부산광역시,남구,용호2동,동,2629058000,
부산광역시,남구,용호3동,동,2629059000,
부산광역시,남구,용호4동,동,2629060000,
부산광역시,남구,용당동,동,2629061000,
부산광역시,남구,감만1동,동,2629062000,
부산광역시,남구,감만2동,동,2629063000,
부산광역시,남구,우암동,동,2629064500,
부산광역시,남구,문현1동,동,2629068000,
부산광역시,남구,문현2동,동,2629069000,
부산광역시,남구,문현3동,동,2629070000,
부산광역시,남구,문현4동,동,2629071000,
부산광역시,북구,구포1동,동,2632051000,
부산광역시,북구,구포2동,동,2632052000,
부산광역시,북구,구포3동,동,2632052100,
부산광역시,북구,금곡동,동,2632053000,
부산광역시,북구,화명1동,동,2632054100,
부산광역시,북구,화명2동,동,2632054200,
부산광역시,북구,화명3동,동,2632054300,
부산광역시,북구,덕천1동,동,2632055000,
부산광역시,북구,덕천2동,동,2632056000,
부산광역시,북구,덕천3동,동,2632056100,
부산광역시,북구,만덕1동,동,2632057100,
부산광역시,북구,만덕2동,동,2632057200,
부산광역시,북구,만덕3동,동,2632057300,
부산광역시,해운대구,우1동,동,2635051000,
부산광역시,해운대구,우2동,동,2635052000,
부산광역시,해운대구,우3동,동,2635052500,
부산광역시,해운대구,중1동,동,2635053000,
부산광역시,해운대구,중2동,동,2635054000,
부산광역시,해운대구,좌1동,동,2635055100,
부산광역시,해운대구,좌2동,동,2635055200,
부산광역시,해운대구,좌3동,동,2635055300,
부산광역시,해운대구,좌4동,동,2635055400,
부산광역시,해운대구,송정동,동,2635056000,
부산광역시,해운대구,반여1동,동,2635057000,
부산광역시,해운대구,반여2동,동,2635058000,
부산광역시,해운대구,반여3동,동,2635059000,
부산광역시,해운대구,반여4동,동,2635059500,
부산광역시,해운대구,반송1동,동,2635061000,
부산광역시,해운대구,반송2동,동,2635062000,
부산광역시,해운대구,재송1동,동,2635065000,
부산광역시,해운대구,재송2동,동,2635066000,
부산광역시,사하구,괴정1동,동,2638051000,
부산광역시,사하구,괴정2동,동,2638052000,
부산광역시,사하구,괴정3동,동,2638053000,
부산광역시,사하구,괴정4동,동,2638054000,
부산광역시,사하구,당리동,동,2638055000,
부산광역시,사하구,하단1동,동,2638056100,
부산광역시,사하구,하단2동,동,2638056200,
부산광역시,사하구,신평1동,동,2638057100,
부산광역시,사하구,신평2동,동,2638057200,
부산광역시,사하구,장림1동,동,2638058000,
부산광역시,사하구,장림2동,동,2638059000,
부산광역시,사하구,다대1동,동,2638060100,
부산광역시,사하구,다대2동,동,2638060200,
부산광역시,사하구,구평동,동,2638061000,
부산광역시,사하구,감천1동,동,2638062000,
부산광역시,사하구,감천2동,동,2638063000,
부산광역시,금정구,서1동,동,2641051000,
부산광역시,금정구,서2동,동,2641052000,
부산광역시,금정구,서3동,동,2641053000,
부산광역시,금정구,금사회동동,동,2641055500,
부산광역시,금정구,부곡1동,동,2641057000,
부산광역시,금정구,부곡2동,동,2641058000,
부산광역시,금정구,부곡3동,동,2641059000,
부산광역시,금정구,부곡4동,동,2641059100,
부산광역시,금정구,장전1동,동,2641060000,
부산광역시,금정구,장전2동,동,2641061000,
부산광역시,금정구,선두구동,동,2641063500,
부산광역시,금정구,청룡노포동,동,2641066500,
부산광역시,금정구,남산동,동,2641067000,
부산광역시,금정구,구서1동,동,2641068000,
부산광역시,금정구,구서2동,동,2641069000,
부산광역시,금정구,금성동,동,2641070000,
부산광역시,강서구,대저1동,동,2644051000,
부산광역시,강서구,대저2동,동,2644052000,
부산광역시,강서구,강동동,동,2644053000,
부산광역시,강서구,명지1동,동,2644053500,
부산광역시,강서구,명지2동,동,2644054500,
부산광역시,강서구,가락동,동,2644055000,
부산광역시,강서구,녹산동,동,2644056000,
부산광역시,강서구,가덕도동,동,2644058000,
부산광역시,강서구,신호동,동,2644059000,
부산광역시,연제구,거제1동,동,2647061000,
부산광역시,연제구,거제2동,동,2647062000,
부산광역시,연제구,거제3동,동,2647063000,
부산광역시,연제구,거제4동,동,2647064000,
부산광역시,연제구,연산1동,동,2647065000,
부산광역시,연제구,연산2동,동,2647066000,
부산광역시,연제구,연산3동,동,2647067000,
부산광역시,연제구,연산4동,동,2647068000,
부산광역시,연제구,연산5동,동,2647069000,
부산광역시,연제구,연산6동,동,2647070000,
부산광역시,연제구,연산8동,동,2647072000,
부산광역시,연제구,연산9동,동,2647073000,
부산광역시,수영구,남천1동,동,2650066000,
부산광역시,수영구,남천2동,동,2650067000,
부산광역시,수영구,수영동,동,2650073000,
부산광역시,수영구,망미1동,동,2650074000,
부산광역시,수영구,망미2동,동,2650075000,
부산광역시,수영구,광안1동,동,2650076000,
부산광역시,수영구,광안2동,동,2650077000,
부산광역시,수영구,광안3동,동,2650078000,
부산광역시,수영구,광안4동,동,2650079000,
부산광역시,수영구,민락동,동,2650080000,
부산광역시,사상구,삼락동,동,2653058000,
부산광역시,사상구,모라1동,동,2653059100,
부산광역시,사상구,모라3동,동,2653059300,
부산광역시,사상구,덕포1동,동,2653060000,
부산광역시,사상구,덕포2동,동,2653061000,
부산광역시,사상구,괘법동,동,2653062000,
부산광역시,사상구,감전동,동,2653064500,
부산광역시,사상구,주례1동,동,2653065000,
부산광역시,사상구,주례2동,동,2653066000,
부산광역시,사상구,주례3동,동,2653066100,
부산광역시,사상구,학장동,동,2653067000,
부산광역시,사상구,엄궁동,동,2653068000,
부산광역시,기장군,기장읍,읍,2671025000,
부산광역시,기장군,장안읍,읍,2671025300,
부산광역시,기장군,정관읍,읍,2671025600,
부산광역시,기장군,일광읍,읍,2671025900,
부산광역시,기장군,철마면,면,2671033000,
대구광역시,중구,동인동,동,2711051700,
대구광역시,중구,삼덕동,동,2711054500,
대구광역시,중구,성내1동,동,2711056500,
대구광역시,중구,성내2동,동,2711057500,
대구광역시,중구,성내3동,동,2711058500,
대구광역시,중구,대신동,동,2711059500,
대구광역시,중구,남산1동,동,2711064000,
대구광역시,중구,남산2동,동,2711065000,
대구광역시,중구,남산3동,동,2711066000,
대구광역시,중구,남산4동,동,2711067000,
대구광역시,중구,대봉1동,동,2711068000,
대구광역시,중구,대봉2동,동,2711069000,
대구광역시,동구,신암1동,동,2714051000,
대구광역시,동구,신암2동,동,2714052000,
대구광역시,동구,신암3동,동,2714053000,
대구광역시,동구,신암4동,동,2714054000,
대구광역시,동구,신암5동,동,2714054100,
대구광역시,동구,신천1·2동,동,2714055500,
대구광역시,동구,신천3동,동,2714057000,
대구광역시,동구,신천4동,동,2714058000,
대구광역시,동구,효목1동,동,2714059000,
대구광역시,동구,효목2동,동,2714060000,
대구광역시,동구,도평동,동,2714061500,
대구광역시,동구,불로·봉무동,동,2714062000,
대구광역시,동구,지저동,동,2714064000,
대구광역시,동구,동촌동,동,2714065500,
대구광역시,동구,방촌동,동,2714067000,
대구광역시,동구,해안동,동,2714068500,
대구광역시,동구,안심1동,동,2714072000,
대구광역시,동구,안심2동,동,2714073000,
대구광역시,동구,안심3동,동,2714074200,
대구광역시,동구,안심4동,동,2714074700,
대구광역시,동구,혁신동,동,2714075500,
대구광역시,동구,공산동,동,2714076000,
대구광역시,서구,내당1동,동,2717051000,
대구광역시,서구,내당2·3동,동,2717052500,
대구광역시,서구,내당4동,동,2717054000,
대구광역시,서구,비산1동,동,2717055000,
대구광역시,서구,비산2·3동,동,2717056500,
대구광역시,서구,비산4동,동,2717058000,
대구광역시,서구,비산5동,동,2717059000,
대구광역시,서구,비산6동,동,2717060000,
대구광역시,서구,비산7동,동,2717061000,
대구광역시,서구,평리1동,동,2717062000,
대구광역시,서구,평리2동,동,2717063000,
대구광역시,서구,평리3동,동,2717064000,
대구광역시,서구,평리4동,동,2717065000,
대구광역시,서구,평리5동,동,2717066000,
대구광역시,서구,평리6동,동,2717066100,
대구광역시,서구,상중이동,동,2717067500,
대구광역시,서구,원대동,동,2717069500,
대구광역시,남구,이천동,동,2720051500,
대구광역시,남구,봉덕1동,동,2720053000,
대구광역시,남구,봉덕2동,동,2720054000,
대구광역시,남구,봉덕3동,동,2720055000,
대구광역시,남구,대명1동,동,2720056000,
대구광역시,남구,대명2동,동,2720057100,
대구광역시,남구,대명3동,동,2720058600,
대구광역시,남구,대명4동,동,2720059000,
대구광역시,남구,대명5동,동,2720060000,
대구광역시,남구,대명6동,동,2720061000,
대구광역시,남구,대명9동,동,2720064000,
대구광역시,남구,대명10동,동,2720065000,
대구광역시,남구,대명11동,동,2720066000,
대구광역시,북구,고성동,동,2723051000,
대구광역시,북구,칠성동,동,2723052600,
대구광역시,북구,침산1동,동,2723055000,
대구광역시,북구,침산2동,동,2723056000,
대구광역시,북구,침산3동,동,2723057000,
대구광역시,북구,산격1동,동,2723061000,
대구광역시,북구,산격2동,동,2723062000,
대구광역시,북구,산격3동,동,2723063000,
대구광역시,북구,산격4동,동,2723063100,
대구광역시,북구,대현동,동,2723064500,
대구광역시,북구,복현1동,동,2723067100,
대구광역시,북구,복현2동,동,2723067200,
대구광역시,북구,검단동,동,2723068000,
대구광역시,북구,무태조야동,동,2723069500,
대구광역시,북구,관문동,동,2723071500,
대구광역시,북구,태전1동,동,2723072500,
대구광역시,북구,태전2동,동,2723073500,
대구광역시,북구,구암동,동,2723074500,
대구광역시,북구,관음동,동,2723075000,
대구광역시,북구,읍내동,동,2723077000,
대구광역시,북구,동천동,동,2723078000,
대구광역시,북구,노원동,동,2723079000,
대구광역시,북구,국우동,동,2723080000,
대구광역시,수성구,범어1동,동,2726051000,
대구광역시,수성구,범어2동,동,2726052000,
대구광역시,수성구,범어3동,동,2726053000,
대구광역시,수성구,범어4동,동,2726054000,
대구광역시,수성구,만촌1동,동,2726055000,
대구광역시,수성구,만촌2동,동,2726056000,
대구광역시,수성구,만촌3동,동,2726056100,
대구광역시,수성구,수성1가동,동,2726057000,
대구광역시,수성구,수성2·3가동,동,2726058000,
대구광역시,수성구,수성4가동,동,2726059000,
대구광역시,수성구,황금1동,동,2726060100,
대구광역시,수성구,황금2동,동,2726060200,
대구광역시,수성구,중동,동,2726061000,
대구광역시,수성구,상동,동,2726062000,
대구광역시,수성구,파동,동,2726063000,
대구광역시,수성구,두산동,동,2726064000,
대구광역시,수성구,지산1동,동,2726065100,
대구광역시,수성구,지산2동,동,2726065200,
대구광역시,수성구,범물1동,동,2726066100,
대구광역시,수성구,범물2동,동,2726066200,
대구광역시,수성구,고산1동,동,2726067000,
대구광역시,수성구,고산2동,동,2726068000,
대구광역시,수성구,고산3동,동,2726069000,
대구광역시,달서구,성당동,동,2729051500,
대구광역시,달서구,"두류1,2동",동,2729053500,
대구광역시,달서구,두류3동,동,2729055000,
대구광역시,달서구,감삼동,동,2729055500,
대구광역시,달서구,죽전동,동,2729056300,
대구광역시,달서구,장기동,동,2729056800,
대구광역시,달서구,용산1동,동,2729057100,
대구광역시,달서구,용산2동,동,2729057200,
대구광역시,달서구,이곡1동,동,2729057600,
대구광역시,달서구,이곡2동,동,2729057700,
대구광역시,달서구,신당동,동,2729058500,
대구광역시,달서구,본리동,동,2729059000,
대구광역시,달서구,월성1동,동,2729060100,
대구광역시,달서구,월성2동,동,2729060200,
대구광역시,달서구,진천동,동,2729061500,
대구광역시,달서구,유천동,동,2729061700,
대구광역시,달서구,상인1동,동,2729062400,
대구광역시,달서구,상인2동,동,2729062500,
대구광역시,달서구,상인3동,동,2729062600,
대구광역시,달서구,도원동,동,2729062800,
대구광역시,달서구,송현1동,동,2729063000,
대구광역시,달서구,송현2동,동,2729064000,
대구광역시,달서구,본동,동,2729065000,
대구광역시,달성군,화원읍,읍,2771025000,
대구광역시,달성군,논공읍,읍,2771025300,
대구광역시,달성군,다사읍,읍,2771025600,
대구광역시,달성군,유가읍,읍,2771025900,
대구광역시,달성군,옥포읍,읍,2771026200,
대구광역시,달성군,현풍읍,읍,2771026500,
대구광역시,달성군,가창면,면,2771031000,
대구광역시,달성군,하빈면,면,2771033000,
대구광역시,달성군,구지면,면,2771038000,
대구광역시,군위군,군위읍,읍,2772025000,
대구광역시,군위군,소보면,면,2772031000,
대구광역시,군위군,효령면,면,2772032000,
대구광역시,군위군,부계면,면,2772033000,
대구광역시,군위군,우보면,면,2772034000,
대구광역시,군위군,의흥면,면,2772035000,
대구광역시,군위군,산성면,면,2772036000,
대구광역시,군위군,삼국유사면,면,2772037000,
인천광역시,제물포구,신포동,동,2812551000,
인천광역시,제물포구,연안동,동,2812552000,
인천광역시,제물포구,신흥동,동,2812553000,
인천광역시,제물포구,도원동,동,2812554000,
인천광역시,제물포구,율목동,동,2812555000,
인천광역시,제물포구,동인천동,동,2812556000,
인천광역시,제물포구,개항동,동,2812557000,
인천광역시,제물포구,만석동,동,2812558000,
인천광역시,제물포구,화수1·화평동,동,2812559000,
인천광역시,제물포구,화수2동,동,2812560000,
인천광역시,제물포구,송현1·2동,동,2812561000,
인천광역시,제물포구,송현3동,동,2812562000,
인천광역시,제물포구,송림1동,동,2812563000,
인천광역시,제물포구,송림2동,동,2812564000,
인천광역시,제물포구,송림3·5동,동,2812565000,
인천광역시,제물포구,송림4동,동,2812566000,
인천광역시,제물포구,송림6동,동,2812567000,
인천광역시,제물포구,금창동,동,2812568000,
인천광역시,영종구,영종동,동,2815551000,
인천광역시,영종구,영종1동,동,2815552000,
인천광역시,영종구,영종2동,동,2815553000,
인천광역시,영종구,운서1동,동,2815554000,
인천광역시,영종구,운서2동,동,2815555000,
인천광역시,영종구,용유동,동,2815556000,
인천광역시,미추홀구,숭의2동,동,2817751000,
인천광역시,미추홀구,숭의1·3동,동,2817752000,
인천광역시,미추홀구,숭의4동,동,2817753000,
인천광역시,미추홀구,용현1·4동,동,2817754000,
인천광역시,미추홀구,용현2동,동,2817755000,
인천광역시,미추홀구,용현3동,동,2817756000,
인천광역시,미추홀구,용현5동,동,2817757000,
인천광역시,미추홀구,학익1동,동,2817758000,
인천광역시,미추홀구,학익2동,동,2817759000,
인천광역시,미추홀구,도화1동,동,2817760000,
인천광역시,미추홀구,도화2·3동,동,2817761000,
인천광역시,미추홀구,주안1동,동,2817762000,
인천광역시,미추홀구,주안2동,동,2817763000,
인천광역시,미추홀구,주안3동,동,2817764000,
인천광역시,미추홀구,주안4동,동,2817765000,
인천광역시,미추홀구,주안5동,동,2817766000,
인천광역시,미추홀구,주안6동,동,2817767000,
인천광역시,미추홀구,주안7동,동,2817768000,
인천광역시,미추홀구,주안8동,동,2817769000,
인천광역시,미추홀구,관교동,동,2817770000,
인천광역시,미추홀구,문학동,동,2817771000,
인천광역시,연수구,옥련1동,동,2818563000,
인천광역시,연수구,옥련2동,동,2818564000,
인천광역시,연수구,선학동,동,2818575000,
인천광역시,연수구,연수1동,동,2818576100,
인천광역시,연수구,연수2동,동,2818576200,
인천광역시,연수구,연수3동,동,2818576300,
인천광역시,연수구,청학동,동,2818576600,
인천광역시,연수구,동춘1동,동,2818578000,
인천광역시,연수구,동춘2동,동,2818579000,
인천광역시,연수구,동춘3동,동,2818579500,
인천광역시,연수구,송도1동,동,2818582000,
인천광역시,연수구,송도2동,동,2818583000,
인천광역시,연수구,송도3동,동,2818584000,
인천광역시,연수구,송도4동,동,2818585000,
인천광역시,연수구,송도5동,동,2818586000,
인천광역시,남동구,구월1동,동,2820051000,
인천광역시,남동구,구월2동,동,2820052000,
인천광역시,남동구,구월3동,동,2820052100,
인천광역시,남동구,구월4동,동,2820052200,
인천광역시,남동구,간석1동,동,2820053000,
인천광역시,남동구,간석2동,동,2820054000,
인천광역시,남동구,간석3동,동,2820055000,
인천광역시,남동구,간석4동,동,2820055100,
인천광역시,남동구,만수1동,동,2820056000,
인천광역시,남동구,만수2동,동,2820057000,
인천광역시,남동구,만수3동,동,2820058000,
인천광역시,남동구,만수4동,동,2820058100,
인천광역시,남동구,만수5동,동,2820058200,
인천광역시,남동구,만수6동,동,2820058300,
인천광역시,남동구,장수서창동,동,2820065000,
인천광역시,남동구,서창2동,동,2820065500,
인천광역시,남동구,남촌도림동,동,2820066000,
인천광역시,남동구,논현1동,동,2820069000,
인천광역시,남동구,논현2동,동,2820070000,
인천광역시,남동구,논현고잔동,동,2820071000,
인천광역시,부평구,부평1동,동,2823751000,
인천광역시,부평구,부평2동,동,2823752000,
인천광역시,부평구,부평3동,동,2823753000,
인천광역시,부평구,부평4동,동,2823754000,
인천광역시,부평구,부평5동,동,2823755000,
인천광역시,부평구,부평6동,동,2823756000,
인천광역시,부평구,산곡1동,동,2823757000,
인천광역시,부평구,산곡2동,동,2823758000,
인천광역시,부평구,산곡3동,동,2823758100,
인천광역시,부평구,산곡4동,동,2823758200,
인천광역시,부평구,청천1동,동,2823759100,
인천광역시,부평구,청천2동,동,2823759200,
인천광역시,부평구,갈산1동,동,2823764100,
인천광역시,부평구,갈산2동,동,2823764200,
인천광역시,부평구,삼산1동,동,2823764600,
인천광역시,부평구,삼산2동,동,2823764800,
인천광역시,부평구,부개1동,동,2823765000,
인천광역시,부평구,부개2동,동,2823766000,
인천광역시,부평구,부개3동,동,2823766100,
인천광역시,부평구,일신동,동,2823767000,
인천광역시,부평구,십정1동,동,2823768000,
인천광역시,부평구,십정2동,동,2823769000,
인천광역시,계양구,효성1동,동,2824560100,
인천광역시,계양구,효성2동,동,2824560200,
인천광역시,계양구,계산1동,동,2824561100,
인천광역시,계양구,계산2동,동,2824561200,
인천광역시,계양구,계산3동,동,2824561300,
인천광역시,계양구,계산4동,동,2824561400,
인천광역시,계양구,작전1동,동,2824562100,
인천광역시,계양구,작전2동,동,2824562200,
인천광역시,계양구,작전서운동,동,2824564000,
인천광역시,계양구,계양1동,동,2824571000,
인천광역시,계양구,계양2동,동,2824572000,
인천광역시,계양구,계양3동,동,2824573000,
인천광역시,서해구,검암경서동,동,2827551500,
인천광역시,서해구,연희동,동,2827553000,
인천광역시,서해구,청라1동,동,2827553600,
인천광역시,서해구,청라2동,동,2827553700,
인천광역시,서해구,청라3동,동,2827553900,
인천광역시,서해구,가정1동,동,2827554200,
인천광역시,서해구,가정2동,동,2827554300,
인천광역시,서해구,가정3동,동,2827554400,
인천광역시,서해구,석남1동,동,2827555000,
인천광역시,서해구,석남2동,동,2827556000,
인천광역시,서해구,석남3동,동,2827556100,
인천광역시,서해구,신현원창동,동,2827557500,
인천광역시,서해구,가좌1동,동,2827558000,
인천광역시,서해구,가좌2동,동,2827559000,
인천광역시,서해구,가좌3동,동,2827560000,
인천광역시,서해구,가좌4동,동,2827561000,
인천광역시,검단구,검단동,동,2829051000,
인천광역시,검단구,불로대곡동,동,2829052000,
인천광역시,검단구,원당동,동,2829053000,
인천광역시,검단구,당하동,동,2829054000,
인천광역시,검단구,오류왕길동,동,2829055000,
인천광역시,검단구,마전동,동,2829056000,
인천광역시,검단구,아라1동,동,2829057000,
인천광역시,검단구,아라2동,동,2829058000,
인천광역시,강화군,강화읍,읍,2871025000,
인천광역시,강화군,선원면,면,2871031000,
인천광역시,강화군,불은면,면,2871032000,
인천광역시,강화군,길상면,면,2871033000,
인천광역시,강화군,화도면,면,2871034000,
인천광역시,강화군,양도면,면,2871035000,
인천광역시,강화군,내가면,면,2871036000,
인천광역시,강화군,하점면,면,2871037000,
인천광역시,강화군,양사면,면,2871038000,
인천광역시,강화군,송해면,면,2871039000,
인천광역시,강화군,교동면,면,2871040000,
인천광역시,강화군,삼산면,면,2871041000,
인천광역시,강화군,서도면,면,2871042000,
인천광역시,옹진군,북도면,면,2872031000,
인천광역시,옹진군,백령면,면,2872033000,
인천광역시,옹진군,대청면,면,2872034000,
인천광역시,옹진군,덕적면,면,2872035000,
인천광역시,옹진군,영흥면,면,2872036000,
인천광역시,옹진군,자월면,면,2872037000,
인천광역시,옹진군,연평면,면,2872038000,
대전광역시,동구,중앙동,동,3011051500,
대전광역시,동구,효동,동,3011053000,
대전광역시,동구,신인동,동,3011054500,
대전광역시,동구,판암1동,동,3011055100,
대전광역시,동구,판암2동,동,3011055200,
대전광역시,동구,용운동,동,3011056000,
대전광역시,동구,대동,동,3011058500,
대전광역시,동구,자양동,동,3011059000,
대전광역시,동구,가양1동,동,3011062000,
대전광역시,동구,가양2동,동,3011063000,
대전광역시,동구,용전동,동,3011064000,
대전광역시,동구,성남동,동,3011066500,
대전광역시,동구,홍도동,동,3011067000,
대전광역시,동구,삼성동,동,3011069500,
대전광역시,동구,대청동,동,3011072500,
대전광역시,동구,산내동,동,3011074000,
대전광역시,중구,은행선화동,동,3014053500,
대전광역시,중구,목동,동,3014055000,
대전광역시,중구,중촌동,동,3014056000,
대전광역시,중구,대흥동,동,3014057500,
대전광역시,중구,문창동,동,3014060500,
대전광역시,중구,석교동,동,3014062000,
대전광역시,중구,대사동,동,3014063000,
대전광역시,중구,부사동,동,3014064000,
대전광역시,중구,용두동,동,3014065500,
대전광역시,중구,오류동,동,3014067000,
대전광역시,중구,태평1동,동,3014068000,
대전광역시,중구,태평2동,동,3014069000,
대전광역시,중구,유천1동,동,3014070000,
대전광역시,중구,유천2동,동,3014071000,
대전광역시,중구,문화1동,동,3014072000,
대전광역시,중구,문화2동,동,3014073000,
대전광역시,중구,산성동,동,3014074000,
대전광역시,서구,복수동,동,3017051000,
대전광역시,서구,도마1동,동,3017052000,
대전광역시,서구,도마2동,동,3017053000,
대전광역시,서구,정림동,동,3017053500,
대전광역시,서구,변동,동,3017054000,
대전광역시,서구,용문동,동,3017055000,
대전광역시,서구,탄방동,동,3017055500,
대전광역시,서구,괴정동,동,3017056000,
대전광역시,서구,가장동,동,3017057000,
대전광역시,서구,내동,동,3017057500,
대전광역시,서구,갈마1동,동,3017058100,
대전광역시,서구,갈마2동,동,3017058200,
대전광역시,서구,월평1동,동,3017058600,
대전광역시,서구,월평2동,동,3017058700,
대전광역시,서구,월평3동,동,3017058800,
대전광역시,서구,가수원동,동,3017059000,
대전광역시,서구,도안동,동,3017059300,
대전광역시,서구,관저1동,동,3017059600,
대전광역시,서구,관저2동,동,3017059700,
대전광역시,서구,기성동,동,3017060000,
대전광역시,서구,둔산1동,동,3017063000,
대전광역시,서구,둔산2동,동,3017064000,
대전광역시,서구,만년동,동,3017065000,
대전광역시,서구,둔산3동,동,3017066000,
대전광역시,유성구,진잠동,동,3020052000,
대전광역시,유성구,학하동,동,3020052600,
대전광역시,유성구,상대동,동,3020052700,
대전광역시,유성구,온천1동,동,3020053000,
대전광역시,유성구,온천2동,동,3020054000,
대전광역시,유성구,노은1동,동,3020054600,
대전광역시,유성구,노은2동,동,3020054700,
대전광역시,유성구,노은3동,동,3020054800,
대전광역시,유성구,신성동,동,3020055000,
대전광역시,유성구,전민동,동,3020057000,
대전광역시,유성구,구즉동,동,3020058000,
대전광역시,유성구,관평동,동,3020060000,
대전광역시,유성구,원신흥동,동,3020061000,
대전광역시,대덕구,오정동,동,3023051000,
대전광역시,대덕구,대화동,동,3023052000,
대전광역시,대덕구,회덕동,동,3023052500,
대전광역시,대덕구,비래동,동,3023053300,
대전광역시,대덕구,송촌동,동,3023054300,
대전광역시,대덕구,중리동,동,3023054600,
대전광역시,대덕구,신탄진동,동,3023055000,
대전광역시,대덕구,석봉동,동,3023056000,
대전광역시,대덕구,덕암동,동,3023057000,
대전광역시,대덕구,목상동,동,3023058000,
